id	fea1 fea2 ... fea84
158	0.0 0.0 0.0 0.0 0.0 0.0 0.0 993.6899999999994 0.0 74.2 0.9700000000000001 0.0 0.0 0.0 621.1299999999991 0.0 283.8 3.8499999999999996 0.0 5.2 0.0 9.5 0.0 223.9 16.899999999999995 0.0 1.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 789.0299999999995 4.0 265.20000000000005 5.21 0.01 0.0 0.0 530.0599999999997 4.0 192.2 2.9999999999999996 0.0 17.2 0.0 0.0 0.0 58.7 17.519999999999996 0.0 3.2 0.0 0.0 0.0 0.0 1.1 0.0 0.0 0.0 878.6500000000005 0.0 163.10000000000002 4.68 0.0 0.0 0.0 622.8100000000002 0.0 464.60000000000014 8.8 0.01 0.0 0.0 82.9 0.0 51.6 25.299999999999994 0.0 0.0 0.0 
159	5.2 0.0 0.0 0.0 0.0 0.0 0.0 63.86000000000001 0.0 0.0 0.37 0.0 0.0 0.0 53.400000000000006 0.0 0.0 0.75 0.0 0.0 0.0 0.0 0.0 0.0 1.77 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 25.1 0.0 0.0 0.01 0.0 0.0 0.0 19.9 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 13.2 1.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 636.6300000000003 0.0 6.0 0.49000000000000027 0.0 0.0 0.0 458.29999999999984 0.0 13.1 11.349999999999998 0.0 7.8 24.049999999999997 20.0 0.0 74.4 28.300000000000036 0.0 4.0 0.0 
160	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.3 0.0 0.0 0.01 0.0 0.0 0.0 708.1800000000003 0.0 164.3 30.95 0.0 10.5 0.0 387.2000000000001 4.0 499.29999999999995 37.120000000000005 0.0 5.2 0.9 7.0 1.0 534.1999999999999 35.029999999999994 0.0 17.8 1.5 
161	7.33 0.0 0.0 0.47 0.0 0.0 0.0 716.0999999999999 0.0 142.9 65.67000000000004 0.02 0.0 0.9 165.33000000000004 1.0 120.5 37.59 0.01 13.600000000000001 0.0 0.0 0.0 89.7 43.490000000000016 0.0 1.1 0.0 0.0 0.0 0.0 1.56 0.0 0.0 0.0 579.6100000000001 3.0 61.7 21.39999999999999 0.24000000000000007 3.0 1.05 256.3999999999999 7.0 153.5 20.959999999999994 0.07 30.700000000000003 0.0 15.9 0.0 46.5 42.70000000000001 0.01 7.199999999999999 0.0 0.0 0.0 0.0 0.9 0.0 0.0 0.0 620.0799999999995 7.0 30.8 42.599999999999994 0.3300000000000001 2.0 0.0 358.68 13.0 225.10000000000002 11.909999999999997 0.12000000000000001 25.900000000000002 2.2 40.0 4.0 79.3 21.830000000000002 0.0 0.0 4.5 
162	51.49999999999999 0.0 0.0 0.0 0.0 0.0 0.0 822.9600000000003 25.0 96.9 0.09 0.0 0.0 0.0 397.81000000000034 40.0 90.4 6.8999999999999995 0.0 0.0 7.3500000000000005 0.0 0.0 104.89999999999999 2.17 0.01 0.0 0.0 51.49999999999999 0.0 0.0 2.7600000000000002 0.0 0.0 0.0 965.6000000000001 0.0 50.7 6.7 0.060000000000000005 0.0 0.3 693.3000000000003 6.0 27.8 17.86 0.01 0.0 0.0 11.5 0.0 66.8 1.87 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 905.8299999999997 0.0 29.200000000000003 0.11 0.0 0.0 0.0 750.9999999999997 0.0 58.7 4.7 0.0 0.0 0.0 10.0 0.0 51.199999999999996 7.699999999999999 0.0 0.0 0.0 
163	0.0 0.0 0.0 0.0 0.0 0.0 0.0 1068.4299999999998 0.0 398.5 1.1500000000000001 0.0 10.0 0.0 355.9 0.0 551.6999999999999 2.55 0.0 0.0 0.0 154.5 0.0 81.3 1.4600000000000006 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 841.9900000000005 0.0 162.4 8.53 0.0 38.2 0.0 501.16000000000025 0.0 254.70000000000005 4.2 0.0 2.4 0.0 240.2 0.0 233.90000000000003 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 671.3900000000002 0.0 214.5 2.2 0.0 0.0 0.0 583.1400000000002 0.0 346.6 4.999999999999999 0.0 0.0 0.15 52.8 0.0 204.20000000000002 6.1 0.0 0.0 0.0 
164	0.0 0.0 0.0 0.0 0.0 0.0 0.0 40.4 0.0 0.0 0.02 0.12000000000000001 5.0 0.0 20.900000000000002 0.0 0.0 0.1 0.18 0.0 0.0 0.0 0.0 0.0 3.31 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 740.9400000000003 0.0 0.0 3.819999999999998 2.3100000000000005 0.0 2.4 557.7800000000001 0.0 66.8 8.299999999999994 2.43 0.0 2.85 14.8 0.0 5.4 91.23000000000015 0.6900000000000003 0.0 0.0 
165	0.0 0.0 0.0 0.0 0.0 0.0 0.0 669.6399999999994 17.0 240.50000000000003 11.14 0.07 0.0 0.0 399.0999999999999 22.8 410.40000000000003 14.609999999999996 0.10999999999999999 4.0 0.0 5.0 0.0 139.5 23.76000000000001 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 892.9099999999991 8.0 244.1 9.809999999999999 0.5200000000000002 2.6 0.0 405.09999999999974 14.0 300.0 31.17 0.8300000000000005 0.0 0.0 3.0 2.0 134.9 55.65000000000002 0.4200000000000002 0.0 0.0 0.0 0.0 0.0 0.21000000000000002 0.0 0.0 0.0 1128.4399999999991 6.0 93.19999999999999 22.53000000000001 0.8700000000000006 32.2 9.15 576.5999999999997 6.0 226.7 41.85 0.9400000000000006 21.5 1.5 83.7 0.0 84.2 69.26 0.31000000000000016 4.5 0.15 
166	2.0 0.0 0.0 0.03 0.0 0.0 0.0 26.2 0.0 8.5 0.22000000000000003 0.01 0.0 0.0 6.1 0.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 0.0 0.32 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 24.43 0.0 0.0 0.0 0.09999999999999999 0.0 0.0 15.3 0.0 0.0 0.0 0.08 0.0 0.0 0.0 0.0 2.0 6.0 0.0 0.0 0.0 0.0 0.0 0.0 0.32 0.0 0.0 0.0 56.690000000000005 0.0 5.9 0.8900000000000001 0.09999999999999998 0.0 0.0 26.63 2.0 0.0 3.7499999999999996 0.09000000000000001 0.0 0.0 0.0 2.0 6.5 17.7 0.0 0.0 0.0 
167	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
168	19.23 0.0 0.0 0.0 0.0 0.0 0.0 859.0800000000004 0.0 11.8 7.979999999999999 0.0 10.0 0.15 548.8300000000007 0.0 166.89999999999998 5.359999999999999 0.0 30.0 0.0 8.0 0.0 0.0 75.11000000000001 0.0 20.0 0.0 0.0 0.0 0.0 3.0 0.0 0.0 0.0 803.0200000000008 0.0 77.9 64.30000000000005 0.0 0.0 3.0 593.8700000000007 6.0 38.1 7.1 0.0 0.0 0.0 9.2 0.0 3.8 96.79000000000005 0.0 12.3 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 843.3600000000007 0.0 76.19999999999999 35.62 0.0 0.9 0.75 775.1800000000009 0.0 78.80000000000001 10.46 0.0 2.7 9.15 38.5 0.0 68.20000000000002 114.62 0.0 1.0 0.0 
169	7.19 0.0 0.0 0.0 0.0 0.0 0.0 658.530000000001 4.0 80.4 0.8900000000000001 0.0 0.0 0.0 443.8000000000004 5.0 202.4 24.170000000000016 0.0 0.0 0.0 20.0 0.0 28.0 34.900000000000006 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 665.530000000001 0.0 101.39999999999999 14.219999999999997 0.0 0.0 0.0 595.1800000000003 1.0 89.7 14.109999999999998 0.0 4.0 0.0 26.5 1.0 12.9 29.930000000000007 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 597.4300000000005 12.0 48.1 2.52 0.0 0.0 0.0 595.8600000000004 12.0 94.2 40.31999999999999 0.0 0.8 1.2 28.2 1.0 64.4 35.740000000000016 0.0 0.0 0.0 
170	0.0 0.0 0.0 3.2 0.0 0.0 0.0 559.62 2.0 184.20000000000002 28.179999999999993 0.0 30.099999999999998 0.0 282.65000000000003 2.6 155.40000000000003 27.559999999999995 0.0 77.2 0.0 222.00000000000006 1.0 392.90000000000003 23.449999999999996 0.0 16.0 0.0 0.0 0.0 0.0 2.4 0.0 0.0 0.0 755.5000000000002 0.0 191.60000000000002 21.009999999999998 0.0 37.599999999999994 0.0 335.50000000000006 0.0 256.8 23.299999999999994 0.0 32.2 0.0 201.8 0.0 274.2 68.80000000000005 0.0 8.0 0.0 0.0 0.0 0.0 2.2 0.0 0.0 0.0 552.9300000000009 0.0 139.60000000000002 15.200000000000003 0.0 23.0 0.0 288.68 1.0 156.7 34.199999999999996 0.0 28.2 0.0 104.99999999999999 0.0 255.60000000000005 87.45000000000009 0.0 6.2 0.0 
171	3.8 0.0 8.0 0.9300000000000004 0.0 0.0 0.0 466.4600000000008 0.8 231.80000000000004 31.290000000000003 0.0 10.0 1.95 357.04999999999967 7.0 142.60000000000002 21.970000000000002 0.0 20.0 0.9 5.0 0.0 620.1999999999999 14.720000000000002 0.0 0.0 0.0 0.0 0.0 0.0 0.32000000000000006 0.0 0.0 0.0 618.7100000000011 0.0 101.8 5.5699999999999985 0.01 2.2 0.0 456.38000000000034 0.0 35.7 26.050000000000015 0.0 0.0 0.0 0.0 0.0 294.9 9.909999999999997 0.0 0.0 0.0 0.0 0.0 0.0 0.2300000000000001 0.0 0.0 0.0 718.0400000000011 0.0 110.10000000000002 6.869999999999987 0.02 0.0 0.0 781.3700000000007 6.0 108.3 20.289999999999992 0.0 0.0 0.9 0.0 1.0 344.3000000000001 19.550000000000043 0.0 0.0 0.0 
172	0.0 0.0 0.0 0.01 0.0 0.0 0.0 15.5 0.0 5.0 1.9100000000000001 0.0 0.0 0.0 30.0 8.0 0.0 0.0 0.0 7.4 0.6 0.0 0.0 0.0 8.1 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1139.3200000000004 0.0 112.1 48.18000000000001 0.02 40.0 2.1 814.4999999999995 17.0 263.1 36.18 0.0 63.5 0.0 79.6 4.0 59.0 56.15000000000002 0.0 36.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1347.9099999999983 4.0 93.8 30.159999999999997 0.02 38.7 0.8999999999999999 851.16 4.0 116.99999999999999 36.76000000000002 0.0 26.3 5.0 69.89999999999999 0.0 119.49999999999999 33.49999999999999 0.0 14.2 0.0 
173	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 30.5 0.0 0.0 0.0 0.0 0.0 0.0 15.6 0.0 3.8 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.18 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
174	0.0 0.0 6.0 0.05 0.0 0.0 0.0 342.44 0.0 48.400000000000006 26.210000000000004 0.01 0.0 0.0 217.39999999999998 0.0 203.8 51.37999999999999 0.01 0.0 0.0 13.0 0.0 67.3 10.700000000000008 0.01 6.8 0.0 0.0 0.0 0.0 1.6500000000000001 0.0 0.0 0.0 471.0200000000005 0.0 230.8 25.879999999999995 0.02 0.0 0.0 410.53000000000003 0.0 205.9 30.120000000000005 0.0 0.0 0.0 143.0 0.0 209.20000000000002 55.62000000000001 0.0 0.8 0.0 0.0 0.0 0.0 0.060000000000000005 0.0 0.0 0.0 627.5100000000004 0.0 213.8 26.33000000000002 0.05 0.0 0.0 484.96000000000026 0.0 420.20000000000005 27.640000000000004 0.0 0.0 22.5 128.7 0.0 319.9 47.56000000000002 0.02 0.0 0.0 
175	8.9 0.0 0.0 0.18 0.0 0.0 0.0 414.1999999999995 8.0 151.20000000000002 25.129999999999992 0.8200000000000005 23.3 32.55 181.25000000000006 8.0 296.90000000000003 15.40999999999998 0.44000000000000017 30.799999999999997 14.4 26.5 0.0 218.5 46.930000000000035 0.23999999999999996 0.0 0.0 0.83 0.0 0.0 0.0 0.01 0.0 0.0 434.43999999999966 0.0 228.59999999999997 11.189999999999989 0.8600000000000005 2.0 0.0 300.7199999999999 5.0 216.79999999999998 7.3799999999999955 0.9200000000000006 37.099999999999994 2.75 4.5 6.0 106.1 57.04000000000003 0.3100000000000001 4.3 0.0 4.5 0.0 0.0 0.0 0.0 0.0 0.0 535.1699999999998 5.0 39.7 25.26000000000001 0.8300000000000005 12.72 0.5 381.29999999999984 7.0 129.9 34.74 0.43000000000000016 40.8 5.259999999999999 126.69999999999997 5.0 48.5 115.16999999999992 0.06999999999999999 24.999999999999996 0.0 
176	53.800000000000004 0.0 0.0 1.78 0.0 0.0 0.0 921.2100000000008 0.0 171.99999999999997 16.479999999999997 0.37000000000000016 20.0 3.0 689.2900000000002 1.0 210.29999999999998 45.63000000000002 0.3500000000000001 60.3 3.3 56.0 0.0 292.40000000000003 33.840000000000025 0.17000000000000004 10.0 0.0 119.45 0.0 0.0 8.0 0.09000000000000001 0.0 0.0 809.3500000000012 0.0 62.8 6.4399999999999995 0.8400000000000005 12.2 0.0 620.4800000000002 4.0 134.10000000000002 2.45 0.9300000000000006 14.000000000000002 3.1500000000000004 17.0 0.0 58.9 74.03999999999995 0.26000000000000006 11.9 0.0 8.200000000000001 0.0 0.0 0.9 0.0 0.0 0.0 1181.7600000000002 4.0 65.9 49.94000000000004 0.6700000000000004 55.900000000000006 4.95 843.39 13.0 104.39999999999999 40.23 0.5900000000000003 41.3 16.2 103.8 1.0 158.6 52.99 0.25000000000000006 1.0 0.0 
177	5.2 0.0 0.0 0.0 0.0 0.0 0.0 199.41999999999996 8.0 48.0 2.7399999999999998 0.0 0.0 0.0 286.45000000000005 0.0 91.10000000000001 2.6499999999999995 0.0 16.5 0.0 0.0 0.0 179.0 11.919999999999996 0.02 0.0 0.0 4.7 0.0 0.0 0.0 0.0 0.0 0.0 506.00000000000006 0.0 4.5 11.72 0.0 0.0 0.0 543.2600000000003 4.0 167.10000000000002 5.659999999999999 0.0 0.0 0.0 16.5 0.0 198.7 6.079999999999999 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 415.31000000000023 0.0 21.4 6.26 0.0 0.0 0.0 424.7000000000002 0.0 236.1 8.419999999999998 0.0 16.9 0.0 4.0 0.0 200.70999999999998 6.289999999999999 0.0 6.4 0.0 
178	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 238.79999999999995 0.0 77.1 6.539999999999999 0.01 0.0 0.0 190.6 0.0 0.0 0.3 0.01 16.9 0.0 13.3 0.0 172.9 8.319999999999999 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1036.140000000001 20.0 180.10000000000002 29.83999999999999 0.02 5.7 1.2 936.45 7.0 153.0 13.639999999999997 0.05 37.699999999999996 9.3 37.4 3.0 634.1999999999998 7.59 0.03 6.7 0.0 
179	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.0 1.1 0.0 0.0 6.75 6.6 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
180	7.96 0.0 0.0 0.01 0.0 0.0 0.0 645.3399999999999 12.0 18.1 8.449999999999998 0.0 7.800000000000001 0.45 471.6300000000003 7.0 97.3 8.36 0.0 6.3999999999999995 0.0 0.0 0.0 137.6 45.21000000000003 0.01 0.0 0.0 0.0 0.0 0.0 0.8 0.0 0.0 0.0 470.4500000000004 12.0 41.3 18.33 0.0 13.2 1.25 385.2600000000002 7.0 23.1 16.199999999999996 0.0 22.099999999999998 0.0 20.7 7.0 61.6 30.039999999999996 0.0 21.199999999999996 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 497.16999999999985 8.0 0.0 29.85000000000001 0.0 0.0 5.1 587.4500000000003 6.0 38.9 10.17 0.01 0.0 3.2 19.5 2.0 179.60000000000005 27.689999999999998 0.0 0.0 0.0 
181	2.53 0.0 6.5 0.5 0.0 0.0 0.0 764.5899999999992 8.0 87.30000000000001 8.209999999999999 0.0 0.0 0.0 690.0799999999998 8.0 253.79999999999998 24.25000000000002 0.0 4.8 0.0 13.5 0.0 287.8 14.639999999999986 0.0 5.4 0.0 0.0 0.0 0.0 3.31 0.0 0.0 0.0 521.0600000000001 0.0 34.4 6.609999999999999 0.0 0.0 0.0 629.55 16.0 282.09999999999997 24.36000000000001 0.0 0.0 0.0 5.5 0.0 140.5 30.340000000000007 0.0 0.0 0.0 0.0 0.0 0.0 4.62 0.0 0.0 0.0 617.6999999999999 0.0 58.4 16.38 0.01 12.5 0.0 649.6400000000004 0.0 143.8 39.60000000000001 0.01 23.3 0.0 0.0 0.0 256.4000000000001 30.880000000000017 0.0 0.0 0.0 
182	0.0 0.0 0.0 0.0 0.0 0.0 0.0 845.050000000001 0.0 62.6 4.27 0.0 29.300000000000004 0.0 563.8200000000007 0.0 189.0 12.83 0.0 29.700000000000003 0.0 39.0 0.0 567.8 13.569999999999999 0.0 12.2 0.0 0.0 0.0 0.0 0.5 0.0 0.0 0.0 931.7200000000004 8.0 120.0 17.999999999999996 0.02 0.8 0.0 1093.0400000000009 8.0 279.7 12.299999999999997 0.0 41.00000000000001 0.0 55.15 1.0 332.4 25.100000000000005 0.0 19.5 0.0 24.73 0.0 0.0 1.2 0.0 0.0 0.0 640.9300000000003 4.0 15.5 30.200000000000003 0.0 9.899999999999999 0.0 832.6499999999997 10.0 298.0 35.5 0.0 102.2 0.0 81.4 0.0 92.50000000000001 27.459999999999994 0.0 24.099999999999998 0.0 
183	9.2 0.0 0.0 5.849999999999997 0.0 0.0 0.0 779.7000000000008 20.0 215.50000000000003 24.699999999999992 0.01 61.6 0.0 682.9700000000006 25.0 296.6 138.52000000000007 0.0 48.2 0.3 58.8 4.0 114.30000000000001 131.5800000000002 0.0 11.5 0.0 0.0 0.0 0.0 28.77000000000001 0.0 0.0 0.0 725.1600000000008 4.0 204.70000000000002 27.11 0.0 0.0 0.0 755.9900000000002 5.0 136.79999999999998 2.49 0.0 0.0 0.0 12.0 0.0 21.3 132.38000000000002 0.0 0.0 0.0 2.6 0.0 0.0 18.099999999999998 0.0 0.0 0.0 596.8100000000007 6.0 111.8 12.059999999999999 0.0 0.0 6.05 803.7100000000006 7.0 248.5 59.62000000000002 0.0 0.0 15.85 15.0 6.0 197.09999999999997 86.40000000000005 0.0 0.0 0.0 
184	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 400.59000000000003 0.0 59.7 2.2 0.01 0.0 0.0 880.4000000000003 4.0 486.90000000000015 5.2 0.0 0.0 0.0 0.0 0.0 96.9 23.900000000000002 0.0 0.0 0.0 
185	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
186	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 703.1300000000002 2.0 0.0 2.4 1.0000000000000007 0.0 1.05 561.1300000000002 18.0 16.2 4.37 0.9700000000000006 0.0 1.8 6.0 2.0 41.6 6.199999999999999 0.04 0.0 0.0 
187	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 17.499999999999996 0.0 0.0 1.8 0.0 0.0 0.0 10.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 34.00000000000001 24.0 0.0 2.9000000000000004 0.0 0.0 0.0 33.2 0.0 0.0 6.3999999999999995 0.0 0.0 0.0 5.5 0.0 0.0 2.0 0.0 0.0 0.0 
188	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.0 0.0 0.0 0.0 418.06000000000034 0.0 195.8 88.91999999999999 0.0 60.3 0.0 441.43000000000006 0.0 501.5 47.92000000000001 0.01 62.10000000000001 4.5 150.12999999999997 0.0 385.7999999999999 38.58000000000001 0.0 7.9 0.0 
189	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 36.43 0.0 0.0 3.3 0.0 0.0 0.0 21.7 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.6000000000000005 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.02 0.0 0.0 241.99000000000004 0.0 0.0 12.809999999999999 0.1 0.0 2.1 157.8 2.0 13.6 18.339999999999996 0.1 48.4 0.0 6.6 1.0 0.0 25.08 0.02 0.0 0.0 
190	3.8 0.0 0.0 0.0 0.0 0.0 0.0 20.8 0.0 0.0 2.42 0.0 0.0 0.0 30.6 0.0 6.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 11.9 0.0 0.0 0.75 0.0 0.0 0.0 166.35999999999999 0.0 41.0 0.65 0.08 0.0 0.0 130.6 0.0 4.0 1.02 0.01 0.0 3.0 0.0 0.0 10.8 12.75 0.0 0.0 0.0 
191	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 431.95999999999987 0.0 35.0 17.84 0.8300000000000005 1.0 4.1 281.0 12.0 23.599999999999998 23.220000000000002 0.6600000000000004 7.9 3.15 56.099999999999994 1.0 46.1 18.97 0.10999999999999999 0.0 0.0 
192	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 26.6 0.0 0.0 3.3099999999999996 0.02 0.0 0.0 34.099999999999994 0.0 4.0 0.0 0.02 0.0 0.0 0.0 0.0 0.0 1.8 0.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 
193	0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 391.90000000000003 1.0 7.7 8.6 0.0 0.0 0.0 301.05 1.0 50.599999999999994 15.499999999999998 0.0 0.0 0.0 8.0 0.0 217.32 6.0 0.0 0.0 0.0 
